id,title,text,author,label
N0075,Update on the new vaccine,Officials confirmed that the the new vaccine project will proceed as planned next quarter.,Real Author,1
N0644,You need to see this about the housing market,"Celebrity secretly reveals the housing market is a total hoax, fans are furious.",Unknown,0
N0406,You need to see this about space exploration,SHOCKING: You won't believe what space exploration is secretly hiding from you!!!,Unknown,0
N0105,Update on space exploration,The government announced a new policy on space exploration today after a cabinet meeting.,Real Author,1
N0115,Update on the election,The company released its quarterly earnings report showing growth in the election.,Real Author,1
N0301,Update on the education system,Officials confirmed that the the education system project will proceed as planned next quarter.,Real Author,1
N0093,Update on the education system,Scientists at a leading university published a peer reviewed study on the education system.,Real Author,1
N0412,You need to see this about the economy,SHOCKING: You won't believe what the economy is secretly hiding from you!!!,Unknown,0
N0090,Update on space exploration,A new report from the health ministry outlines updated guidelines for space exploration.,Real Author,1
N0529,You need to see this about the economy,Experts are TERRIFIED after new claims about the economy go viral overnight.,Unknown,0
N0735,You need to see this about climate change,"BREAKING: Aliens confirmed to be behind the climate change conspiracy, insiders claim.",Unknown,0
N0744,You need to see this about the education system,SHOCKING: You won't believe what the education system is secretly hiding from you!!!,Unknown,0
N0576,You need to see this about the housing market,Experts are TERRIFIED after new claims about the housing market go viral overnight.,Unknown,0
N0498,You need to see this about cryptocurrency,"Celebrity secretly reveals cryptocurrency is a total hoax, fans are furious.",Unknown,0
N0495,You need to see this about artificial intelligence,"Celebrity secretly reveals artificial intelligence is a total hoax, fans are furious.",Unknown,0
N0012,Update on the education system,Officials confirmed that the the education system project will proceed as planned next quarter.,Real Author,1
N0434,You need to see this about the election,Doctors HATE this one trick about the election that big companies don't want you to know.,Unknown,0
N0044,Update on the education system,Scientists at a leading university published a peer reviewed study on the education system.,Real Author,1
N0043,Update on the election,The company released its quarterly earnings report showing growth in the election.,Real Author,1
N0168,Update on cryptocurrency,A new report from the health ministry outlines updated guidelines for cryptocurrency.,Real Author,1
N0704,You need to see this about climate change,Experts are TERRIFIED after new claims about climate change go viral overnight.,Unknown,0
N0614,You need to see this about climate change,Doctors HATE this one trick about climate change that big companies don't want you to know.,Unknown,0
N0413,You need to see this about the election,Doctors HATE this one trick about the election that big companies don't want you to know.,Unknown,0
N0179,Update on the education system,Scientists at a leading university published a peer reviewed study on the education system.,Real Author,1
N0531,You need to see this about the new vaccine,"BREAKING: Aliens confirmed to be behind the the new vaccine conspiracy, insiders claim.",Unknown,0
N0540,You need to see this about renewable energy,"This miracle cure for renewable energy was banned by the government, sources say.",Unknown,0
N0178,Update on climate change,The government announced a new policy on climate change today after a cabinet meeting.,Real Author,1
N0666,You need to see this about the housing market,"This miracle cure for the housing market was banned by the government, sources say.",Unknown,0
N0767,You need to see this about artificial intelligence,SHOCKING: You won't believe what artificial intelligence is secretly hiding from you!!!,Unknown,0
N0258,Update on the housing market,The stock market showed a moderate change following news about the housing market.,Real Author,1
N0766,You need to see this about the election,"BREAKING: Aliens confirmed to be behind the the election conspiracy, insiders claim.",Unknown,0
N0544,You need to see this about cryptocurrency,"Celebrity secretly reveals cryptocurrency is a total hoax, fans are furious.",Unknown,0
N0016,Update on the housing market,The stock market showed a moderate change following news about the housing market.,Real Author,1
N0004,Update on climate change,The company released its quarterly earnings report showing growth in climate change.,Real Author,1
N0336,Update on the new vaccine,Officials confirmed that the the new vaccine project will proceed as planned next quarter.,Real Author,1
N0257,Update on the election,The company released its quarterly earnings report showing growth in the election.,Real Author,1
N0581,You need to see this about the economy,"Celebrity secretly reveals the economy is a total hoax, fans are furious.",Unknown,0
N0446,You need to see this about artificial intelligence,Doctors HATE this one trick about artificial intelligence that big companies don't want you to know.,Unknown,0
N0339,Update on the housing market,A new report from the health ministry outlines updated guidelines for the housing market.,Real Author,1
N0479,You need to see this about space exploration,"This miracle cure for space exploration was banned by the government, sources say.",Unknown,0
N0418,You need to see this about the education system,"BREAKING: Aliens confirmed to be behind the the education system conspiracy, insiders claim.",Unknown,0
N0639,You need to see this about the election,"This miracle cure for the election was banned by the government, sources say.",Unknown,0
N0715,You need to see this about the housing market,Experts are TERRIFIED after new claims about the housing market go viral overnight.,Unknown,0
N0325,Update on the housing market,Officials confirmed that the the housing market project will proceed as planned next quarter.,Real Author,1
N0458,You need to see this about cryptocurrency,Doctors HATE this one trick about cryptocurrency that big companies don't want you to know.,Unknown,0
N0010,Update on cryptocurrency,The government announced a new policy on cryptocurrency today after a cabinet meeting.,Real Author,1
N0250,Update on the education system,A new report from the health ministry outlines updated guidelines for the education system.,Real Author,1
N0023,Update on the economy,The company released its quarterly earnings report showing growth in the economy.,Real Author,1
N0222,Update on the new vaccine,The company released its quarterly earnings report showing growth in the new vaccine.,Real Author,1
N0548,You need to see this about the election,SHOCKING: You won't believe what the election is secretly hiding from you!!!,Unknown,0
N0691,You need to see this about artificial intelligence,Doctors HATE this one trick about artificial intelligence that big companies don't want you to know.,Unknown,0
N0785,You need to see this about the housing market,"This miracle cure for the housing market was banned by the government, sources say.",Unknown,0
N0627,You need to see this about the new vaccine,Experts are TERRIFIED after new claims about the new vaccine go viral overnight.,Unknown,0
N0341,Update on the economy,The government announced a new policy on the economy today after a cabinet meeting.,Real Author,1
N0672,You need to see this about cryptocurrency,"This miracle cure for cryptocurrency was banned by the government, sources say.",Unknown,0
N0204,Update on the housing market,A new report from the health ministry outlines updated guidelines for the housing market.,Real Author,1
N0238,Update on the economy,The government announced a new policy on the economy today after a cabinet meeting.,Real Author,1
N0094,Update on the new vaccine,The company released its quarterly earnings report showing growth in the new vaccine.,Real Author,1
N0532,You need to see this about the education system,SHOCKING: You won't believe what the education system is secretly hiding from you!!!,Unknown,0
N0363,Update on the new vaccine,A new report from the health ministry outlines updated guidelines for the new vaccine.,Real Author,1
N0545,You need to see this about the new vaccine,SHOCKING: You won't believe what the new vaccine is secretly hiding from you!!!,Unknown,0
N0285,Update on renewable energy,Officials confirmed that the renewable energy project will proceed as planned next quarter.,Real Author,1
N0185,Update on the education system,The company released its quarterly earnings report showing growth in the education system.,Real Author,1
N0650,You need to see this about the election,"Celebrity secretly reveals the election is a total hoax, fans are furious.",Unknown,0
N0397,Update on the housing market,The stock market showed a moderate change following news about the housing market.,Real Author,1
N0154,Update on artificial intelligence,The government announced a new policy on artificial intelligence today after a cabinet meeting.,Real Author,1
N0076,Update on the economy,The company released its quarterly earnings report showing growth in the economy.,Real Author,1
N0454,You need to see this about the election,SHOCKING: You won't believe what the election is secretly hiding from you!!!,Unknown,0
N0696,You need to see this about climate change,Experts are TERRIFIED after new claims about climate change go viral overnight.,Unknown,0
N0278,Update on cryptocurrency,The stock market showed a moderate change following news about cryptocurrency.,Real Author,1
N0069,Update on the election,A new report from the health ministry outlines updated guidelines for the election.,Real Author,1
N0515,You need to see this about climate change,"BREAKING: Aliens confirmed to be behind the climate change conspiracy, insiders claim.",Unknown,0
N0189,Update on climate change,Scientists at a leading university published a peer reviewed study on climate change.,Real Author,1
N0272,Update on renewable energy,Officials confirmed that the renewable energy project will proceed as planned next quarter.,Real Author,1
N0237,Update on the education system,The stock market showed a moderate change following news about the education system.,Real Author,1
N0089,Update on space exploration,The government announced a new policy on space exploration today after a cabinet meeting.,Real Author,1
N0763,You need to see this about cryptocurrency,Experts are TERRIFIED after new claims about cryptocurrency go viral overnight.,Unknown,0
N0118,Update on cryptocurrency,A new report from the health ministry outlines updated guidelines for cryptocurrency.,Real Author,1
N0126,Update on the economy,The company released its quarterly earnings report showing growth in the economy.,Real Author,1
N0661,You need to see this about the new vaccine,SHOCKING: You won't believe what the new vaccine is secretly hiding from you!!!,Unknown,0
N0290,Update on the economy,The government announced a new policy on the economy today after a cabinet meeting.,Real Author,1
N0239,Update on the election,Scientists at a leading university published a peer reviewed study on the election.,Real Author,1
N0001,Update on climate change,The government announced a new policy on climate change today after a cabinet meeting.,Real Author,1
N0792,You need to see this about cryptocurrency,"This miracle cure for cryptocurrency was banned by the government, sources say.",Unknown,0
N0603,You need to see this about the election,Experts are TERRIFIED after new claims about the election go viral overnight.,Unknown,0
N0795,You need to see this about space exploration,"This miracle cure for space exploration was banned by the government, sources say.",Unknown,0
N0466,You need to see this about space exploration,"BREAKING: Aliens confirmed to be behind the space exploration conspiracy, insiders claim.",Unknown,0
N0279,Update on climate change,Scientists at a leading university published a peer reviewed study on climate change.,Real Author,1
N0625,You need to see this about space exploration,"Celebrity secretly reveals space exploration is a total hoax, fans are furious.",Unknown,0
N0117,Update on the education system,Scientists at a leading university published a peer reviewed study on the education system.,Real Author,1
N0229,Update on renewable energy,The stock market showed a moderate change following news about renewable energy.,Real Author,1
N0757,You need to see this about the education system,"BREAKING: Aliens confirmed to be behind the the education system conspiracy, insiders claim.",Unknown,0
N0421,You need to see this about artificial intelligence,Experts are TERRIFIED after new claims about artificial intelligence go viral overnight.,Unknown,0
N0435,You need to see this about artificial intelligence,Doctors HATE this one trick about artificial intelligence that big companies don't want you to know.,Unknown,0
N0275,Update on the new vaccine,The company released its quarterly earnings report showing growth in the new vaccine.,Real Author,1
N0319,Update on artificial intelligence,A new report from the health ministry outlines updated guidelines for artificial intelligence.,Real Author,1
N0552,You need to see this about renewable energy,Doctors HATE this one trick about renewable energy that big companies don't want you to know.,Unknown,0
N0145,Update on the housing market,The stock market showed a moderate change following news about the housing market.,Real Author,1
N0649,You need to see this about artificial intelligence,Experts are TERRIFIED after new claims about artificial intelligence go viral overnight.,Unknown,0
N0736,You need to see this about the housing market,"BREAKING: Aliens confirmed to be behind the the housing market conspiracy, insiders claim.",Unknown,0
N0727,You need to see this about the housing market,SHOCKING: You won't believe what the housing market is secretly hiding from you!!!,Unknown,0
N0586,You need to see this about climate change,"This miracle cure for climate change was banned by the government, sources say.",Unknown,0
N0370,Update on space exploration,The government announced a new policy on space exploration today after a cabinet meeting.,Real Author,1
N0269,Update on the housing market,A new report from the health ministry outlines updated guidelines for the housing market.,Real Author,1
N0568,You need to see this about artificial intelligence,SHOCKING: You won't believe what artificial intelligence is secretly hiding from you!!!,Unknown,0
N0308,Update on space exploration,The stock market showed a moderate change following news about space exploration.,Real Author,1
N0311,Update on the election,The stock market showed a moderate change following news about the election.,Real Author,1
N0452,You need to see this about the economy,Doctors HATE this one trick about the economy that big companies don't want you to know.,Unknown,0
N0047,Update on artificial intelligence,Officials confirmed that the artificial intelligence project will proceed as planned next quarter.,Real Author,1
N0350,Update on climate change,Officials confirmed that the climate change project will proceed as planned next quarter.,Real Author,1
N0372,Update on space exploration,The government announced a new policy on space exploration today after a cabinet meeting.,Real Author,1
N0524,You need to see this about renewable energy,SHOCKING: You won't believe what renewable energy is secretly hiding from you!!!,Unknown,0
N0262,Update on the housing market,The company released its quarterly earnings report showing growth in the housing market.,Real Author,1
N0196,Update on the election,A new report from the health ministry outlines updated guidelines for the election.,Real Author,1
N0800,You need to see this about the election,"BREAKING: Aliens confirmed to be behind the the election conspiracy, insiders claim.",Unknown,0
N0673,You need to see this about the election,SHOCKING: You won't believe what the election is secretly hiding from you!!!,Unknown,0
N0108,Update on space exploration,A new report from the health ministry outlines updated guidelines for space exploration.,Real Author,1
N0060,Update on the new vaccine,A new report from the health ministry outlines updated guidelines for the new vaccine.,Real Author,1
N0600,You need to see this about cryptocurrency,Doctors HATE this one trick about cryptocurrency that big companies don't want you to know.,Unknown,0
N0440,You need to see this about the election,Experts are TERRIFIED after new claims about the election go viral overnight.,Unknown,0
N0101,Update on the election,Officials confirmed that the the election project will proceed as planned next quarter.,Real Author,1
N0478,You need to see this about cryptocurrency,Experts are TERRIFIED after new claims about cryptocurrency go viral overnight.,Unknown,0
N0719,You need to see this about cryptocurrency,Doctors HATE this one trick about cryptocurrency that big companies don't want you to know.,Unknown,0
N0584,You need to see this about climate change,"This miracle cure for climate change was banned by the government, sources say.",Unknown,0
N0738,You need to see this about the new vaccine,Experts are TERRIFIED after new claims about the new vaccine go viral overnight.,Unknown,0
N0180,Update on the education system,The stock market showed a moderate change following news about the education system.,Real Author,1
N0305,Update on the election,Scientists at a leading university published a peer reviewed study on the election.,Real Author,1
N0430,You need to see this about renewable energy,"BREAKING: Aliens confirmed to be behind the renewable energy conspiracy, insiders claim.",Unknown,0
N0508,You need to see this about the housing market,"BREAKING: Aliens confirmed to be behind the the housing market conspiracy, insiders claim.",Unknown,0
N0771,You need to see this about the new vaccine,Experts are TERRIFIED after new claims about the new vaccine go viral overnight.,Unknown,0
N0150,Update on space exploration,The stock market showed a moderate change following news about space exploration.,Real Author,1
N0125,Update on renewable energy,The company released its quarterly earnings report showing growth in renewable energy.,Real Author,1
N0635,You need to see this about space exploration,Doctors HATE this one trick about space exploration that big companies don't want you to know.,Unknown,0
N0698,You need to see this about the economy,"BREAKING: Aliens confirmed to be behind the the economy conspiracy, insiders claim.",Unknown,0
N0186,Update on the election,A new report from the health ministry outlines updated guidelines for the election.,Real Author,1
N0542,You need to see this about the education system,Doctors HATE this one trick about the education system that big companies don't want you to know.,Unknown,0
N0051,Update on renewable energy,Officials confirmed that the renewable energy project will proceed as planned next quarter.,Real Author,1
N0488,You need to see this about renewable energy,Experts are TERRIFIED after new claims about renewable energy go viral overnight.,Unknown,0
N0790,You need to see this about the housing market,SHOCKING: You won't believe what the housing market is secretly hiding from you!!!,Unknown,0
N0486,You need to see this about cryptocurrency,"BREAKING: Aliens confirmed to be behind the cryptocurrency conspiracy, insiders claim.",Unknown,0
N0322,Update on the housing market,Officials confirmed that the the housing market project will proceed as planned next quarter.,Real Author,1
N0354,Update on climate change,The company released its quarterly earnings report showing growth in climate change.,Real Author,1
N0740,You need to see this about climate change,SHOCKING: You won't believe what climate change is secretly hiding from you!!!,Unknown,0
N0143,Update on the economy,Scientists at a leading university published a peer reviewed study on the economy.,Real Author,1
N0371,Update on cryptocurrency,The company released its quarterly earnings report showing growth in cryptocurrency.,Real Author,1
N0142,Update on space exploration,Officials confirmed that the space exploration project will proceed as planned next quarter.,Real Author,1
N0400,Update on renewable energy,Scientists at a leading university published a peer reviewed study on renewable energy.,Real Author,1
N0264,Update on the new vaccine,A new report from the health ministry outlines updated guidelines for the new vaccine.,Real Author,1
N0321,Update on the economy,Scientists at a leading university published a peer reviewed study on the economy.,Real Author,1
N0020,Update on the housing market,The government announced a new policy on the housing market today after a cabinet meeting.,Real Author,1
N0173,Update on the new vaccine,The company released its quarterly earnings report showing growth in the new vaccine.,Real Author,1
N0654,You need to see this about the economy,"Celebrity secretly reveals the economy is a total hoax, fans are furious.",Unknown,0
N0313,Update on climate change,Scientists at a leading university published a peer reviewed study on climate change.,Real Author,1
N0391,Update on cryptocurrency,The stock market showed a moderate change following news about cryptocurrency.,Real Author,1
N0746,You need to see this about the education system,"BREAKING: Aliens confirmed to be behind the the education system conspiracy, insiders claim.",Unknown,0
N0013,Update on space exploration,Officials confirmed that the space exploration project will proceed as planned next quarter.,Real Author,1
N0408,You need to see this about the housing market,"This miracle cure for the housing market was banned by the government, sources say.",Unknown,0
N0409,You need to see this about the education system,Doctors HATE this one trick about the education system that big companies don't want you to know.,Unknown,0
N0306,Update on the election,A new report from the health ministry outlines updated guidelines for the election.,Real Author,1
N0355,Update on the economy,The government announced a new policy on the economy today after a cabinet meeting.,Real Author,1
N0026,Update on climate change,A new report from the health ministry outlines updated guidelines for climate change.,Real Author,1
N0598,You need to see this about cryptocurrency,Experts are TERRIFIED after new claims about cryptocurrency go viral overnight.,Unknown,0
N0170,Update on the election,Scientists at a leading university published a peer reviewed study on the election.,Real Author,1
N0039,Update on climate change,A new report from the health ministry outlines updated guidelines for climate change.,Real Author,1
N0176,Update on the economy,Officials confirmed that the the economy project will proceed as planned next quarter.,Real Author,1
N0246,Update on climate change,Officials confirmed that the climate change project will proceed as planned next quarter.,Real Author,1
N0299,Update on cryptocurrency,The stock market showed a moderate change following news about cryptocurrency.,Real Author,1
N0669,You need to see this about cryptocurrency,Experts are TERRIFIED after new claims about cryptocurrency go viral overnight.,Unknown,0
N0417,You need to see this about renewable energy,"Celebrity secretly reveals renewable energy is a total hoax, fans are furious.",Unknown,0
N0549,You need to see this about the election,Experts are TERRIFIED after new claims about the election go viral overnight.,Unknown,0
N0273,Update on space exploration,A new report from the health ministry outlines updated guidelines for space exploration.,Real Author,1
N0612,You need to see this about the election,Doctors HATE this one trick about the election that big companies don't want you to know.,Unknown,0
N0155,Update on the economy,A new report from the health ministry outlines updated guidelines for the economy.,Real Author,1
N0127,Update on climate change,The government announced a new policy on climate change today after a cabinet meeting.,Real Author,1
N0450,You need to see this about renewable energy,SHOCKING: You won't believe what renewable energy is secretly hiding from you!!!,Unknown,0
N0572,You need to see this about the new vaccine,"This miracle cure for the new vaccine was banned by the government, sources say.",Unknown,0
N0342,Update on the housing market,Scientists at a leading university published a peer reviewed study on the housing market.,Real Author,1
N0431,You need to see this about cryptocurrency,"Celebrity secretly reveals cryptocurrency is a total hoax, fans are furious.",Unknown,0
N0288,Update on the housing market,Scientists at a leading university published a peer reviewed study on the housing market.,Real Author,1
N0114,Update on the education system,Scientists at a leading university published a peer reviewed study on the education system.,Real Author,1
N0500,You need to see this about the election,"Celebrity secretly reveals the election is a total hoax, fans are furious.",Unknown,0
N0174,Update on the election,Officials confirmed that the the election project will proceed as planned next quarter.,Real Author,1
N0360,Update on climate change,A new report from the health ministry outlines updated guidelines for climate change.,Real Author,1
N0483,You need to see this about the new vaccine,SHOCKING: You won't believe what the new vaccine is secretly hiding from you!!!,Unknown,0
N0058,Update on cryptocurrency,Officials confirmed that the cryptocurrency project will proceed as planned next quarter.,Real Author,1
N0553,You need to see this about renewable energy,"Celebrity secretly reveals renewable energy is a total hoax, fans are furious.",Unknown,0
N0223,Update on artificial intelligence,Officials confirmed that the artificial intelligence project will proceed as planned next quarter.,Real Author,1
N0281,Update on space exploration,Scientists at a leading university published a peer reviewed study on space exploration.,Real Author,1
N0018,Update on space exploration,The stock market showed a moderate change following news about space exploration.,Real Author,1
N0128,Update on the housing market,The company released its quarterly earnings report showing growth in the housing market.,Real Author,1
N0323,Update on cryptocurrency,The company released its quarterly earnings report showing growth in cryptocurrency.,Real Author,1
N0256,Update on the election,A new report from the health ministry outlines updated guidelines for the election.,Real Author,1
N0539,You need to see this about the election,"This miracle cure for the election was banned by the government, sources say.",Unknown,0
N0471,You need to see this about the housing market,"This miracle cure for the housing market was banned by the government, sources say.",Unknown,0
N0599,You need to see this about space exploration,"This miracle cure for space exploration was banned by the government, sources say.",Unknown,0
N0469,You need to see this about the education system,SHOCKING: You won't believe what the education system is secretly hiding from you!!!,Unknown,0
N0769,You need to see this about cryptocurrency,Experts are TERRIFIED after new claims about cryptocurrency go viral overnight.,Unknown,0
N0191,Update on climate change,The company released its quarterly earnings report showing growth in climate change.,Real Author,1
N0116,Update on renewable energy,Scientists at a leading university published a peer reviewed study on renewable energy.,Real Author,1
N0517,You need to see this about climate change,"This miracle cure for climate change was banned by the government, sources say.",Unknown,0
N0710,You need to see this about cryptocurrency,SHOCKING: You won't believe what cryptocurrency is secretly hiding from you!!!,Unknown,0
N0536,You need to see this about climate change,Experts are TERRIFIED after new claims about climate change go viral overnight.,Unknown,0
N0095,Update on renewable energy,A new report from the health ministry outlines updated guidelines for renewable energy.,Real Author,1
N0181,Update on the new vaccine,The stock market showed a moderate change following news about the new vaccine.,Real Author,1
N0302,Update on the education system,Officials confirmed that the the education system project will proceed as planned next quarter.,Real Author,1
N0617,You need to see this about the election,Experts are TERRIFIED after new claims about the election go viral overnight.,Unknown,0
N0582,You need to see this about climate change,Doctors HATE this one trick about climate change that big companies don't want you to know.,Unknown,0
N0591,You need to see this about artificial intelligence,"BREAKING: Aliens confirmed to be behind the artificial intelligence conspiracy, insiders claim.",Unknown,0
N0732,You need to see this about the housing market,"BREAKING: Aliens confirmed to be behind the the housing market conspiracy, insiders claim.",Unknown,0
N0559,You need to see this about space exploration,"Celebrity secretly reveals space exploration is a total hoax, fans are furious.",Unknown,0
N0709,You need to see this about the education system,Doctors HATE this one trick about the education system that big companies don't want you to know.,Unknown,0
N0543,You need to see this about the housing market,Doctors HATE this one trick about the housing market that big companies don't want you to know.,Unknown,0
N0006,Update on cryptocurrency,Officials confirmed that the cryptocurrency project will proceed as planned next quarter.,Real Author,1
N0786,You need to see this about cryptocurrency,"This miracle cure for cryptocurrency was banned by the government, sources say.",Unknown,0
N0046,Update on space exploration,The government announced a new policy on space exploration today after a cabinet meeting.,Real Author,1
N0726,You need to see this about the education system,"Celebrity secretly reveals the education system is a total hoax, fans are furious.",Unknown,0
N0158,Update on the economy,A new report from the health ministry outlines updated guidelines for the economy.,Real Author,1
N0606,You need to see this about the education system,Doctors HATE this one trick about the education system that big companies don't want you to know.,Unknown,0
N0172,Update on the election,Officials confirmed that the the election project will proceed as planned next quarter.,Real Author,1
N0017,Update on the election,Scientists at a leading university published a peer reviewed study on the election.,Real Author,1
N0512,You need to see this about renewable energy,"BREAKING: Aliens confirmed to be behind the renewable energy conspiracy, insiders claim.",Unknown,0
N0049,Update on space exploration,A new report from the health ministry outlines updated guidelines for space exploration.,Real Author,1
N0775,You need to see this about renewable energy,"BREAKING: Aliens confirmed to be behind the renewable energy conspiracy, insiders claim.",Unknown,0
N0758,You need to see this about climate change,"BREAKING: Aliens confirmed to be behind the climate change conspiracy, insiders claim.",Unknown,0
N0481,You need to see this about space exploration,Experts are TERRIFIED after new claims about space exploration go viral overnight.,Unknown,0
N0284,Update on cryptocurrency,The government announced a new policy on cryptocurrency today after a cabinet meeting.,Real Author,1
N0537,You need to see this about the new vaccine,"This miracle cure for the new vaccine was banned by the government, sources say.",Unknown,0
N0226,Update on climate change,Officials confirmed that the climate change project will proceed as planned next quarter.,Real Author,1
N0027,Update on the election,The company released its quarterly earnings report showing growth in the election.,Real Author,1
N0631,You need to see this about cryptocurrency,"BREAKING: Aliens confirmed to be behind the cryptocurrency conspiracy, insiders claim.",Unknown,0
N0438,You need to see this about the election,SHOCKING: You won't believe what the election is secretly hiding from you!!!,Unknown,0
N0365,Update on climate change,Scientists at a leading university published a peer reviewed study on climate change.,Real Author,1
N0230,Update on the election,Scientists at a leading university published a peer reviewed study on the election.,Real Author,1
N0038,Update on the election,The company released its quarterly earnings report showing growth in the election.,Real Author,1
N0780,You need to see this about the economy,Doctors HATE this one trick about the economy that big companies don't want you to know.,Unknown,0
N0375,Update on cryptocurrency,The government announced a new policy on cryptocurrency today after a cabinet meeting.,Real Author,1
N0470,You need to see this about the new vaccine,SHOCKING: You won't believe what the new vaccine is secretly hiding from you!!!,Unknown,0
N0772,You need to see this about the economy,SHOCKING: You won't believe what the economy is secretly hiding from you!!!,Unknown,0
N0683,You need to see this about space exploration,Experts are TERRIFIED after new claims about space exploration go viral overnight.,Unknown,0
N0695,You need to see this about the election,Doctors HATE this one trick about the election that big companies don't want you to know.,Unknown,0
N0195,Update on artificial intelligence,Scientists at a leading university published a peer reviewed study on artificial intelligence.,Real Author,1
N0685,You need to see this about the economy,"BREAKING: Aliens confirmed to be behind the the economy conspiracy, insiders claim.",Unknown,0
N0694,You need to see this about the new vaccine,"Celebrity secretly reveals the new vaccine is a total hoax, fans are furious.",Unknown,0
N0504,You need to see this about the new vaccine,"Celebrity secretly reveals the new vaccine is a total hoax, fans are furious.",Unknown,0
N0774,You need to see this about the housing market,"This miracle cure for the housing market was banned by the government, sources say.",Unknown,0
N0670,You need to see this about the new vaccine,"This miracle cure for the new vaccine was banned by the government, sources say.",Unknown,0
N0773,You need to see this about the education system,Doctors HATE this one trick about the education system that big companies don't want you to know.,Unknown,0
N0163,Update on climate change,A new report from the health ministry outlines updated guidelines for climate change.,Real Author,1
N0752,You need to see this about artificial intelligence,SHOCKING: You won't believe what artificial intelligence is secretly hiding from you!!!,Unknown,0
N0153,Update on the education system,The government announced a new policy on the education system today after a cabinet meeting.,Real Author,1
N0558,You need to see this about space exploration,Experts are TERRIFIED after new claims about space exploration go viral overnight.,Unknown,0
N0573,You need to see this about the new vaccine,SHOCKING: You won't believe what the new vaccine is secretly hiding from you!!!,Unknown,0
N0676,You need to see this about space exploration,"BREAKING: Aliens confirmed to be behind the space exploration conspiracy, insiders claim.",Unknown,0
N0112,Update on climate change,The government announced a new policy on climate change today after a cabinet meeting.,Real Author,1
N0227,Update on the economy,Officials confirmed that the the economy project will proceed as planned next quarter.,Real Author,1
N0793,You need to see this about the education system,Experts are TERRIFIED after new claims about the education system go viral overnight.,Unknown,0
N0104,Update on climate change,Scientists at a leading university published a peer reviewed study on climate change.,Real Author,1
N0422,You need to see this about renewable energy,"BREAKING: Aliens confirmed to be behind the renewable energy conspiracy, insiders claim.",Unknown,0
N0420,You need to see this about the education system,"BREAKING: Aliens confirmed to be behind the the education system conspiracy, insiders claim.",Unknown,0
N0120,Update on renewable energy,Officials confirmed that the renewable energy project will proceed as planned next quarter.,Real Author,1
N0054,Update on space exploration,The company released its quarterly earnings report showing growth in space exploration.,Real Author,1
N0152,Update on cryptocurrency,The company released its quarterly earnings report showing growth in cryptocurrency.,Real Author,1
N0404,You need to see this about the election,"Celebrity secretly reveals the election is a total hoax, fans are furious.",Unknown,0
N0754,You need to see this about space exploration,Doctors HATE this one trick about space exploration that big companies don't want you to know.,Unknown,0
N0208,Update on the economy,The stock market showed a moderate change following news about the economy.,Real Author,1
N0678,You need to see this about artificial intelligence,"Celebrity secretly reveals artificial intelligence is a total hoax, fans are furious.",Unknown,0
N0619,You need to see this about the housing market,"BREAKING: Aliens confirmed to be behind the the housing market conspiracy, insiders claim.",Unknown,0
N0009,Update on space exploration,A new report from the health ministry outlines updated guidelines for space exploration.,Real Author,1
N0652,You need to see this about artificial intelligence,SHOCKING: You won't believe what artificial intelligence is secretly hiding from you!!!,Unknown,0
N0037,Update on space exploration,The company released its quarterly earnings report showing growth in space exploration.,Real Author,1
N0453,You need to see this about the new vaccine,"Celebrity secretly reveals the new vaccine is a total hoax, fans are furious.",Unknown,0
N0254,Update on artificial intelligence,The company released its quarterly earnings report showing growth in artificial intelligence.,Real Author,1
N0304,Update on renewable energy,Officials confirmed that the renewable energy project will proceed as planned next quarter.,Real Author,1
N0607,You need to see this about climate change,"This miracle cure for climate change was banned by the government, sources say.",Unknown,0
N0580,You need to see this about renewable energy,"Celebrity secretly reveals renewable energy is a total hoax, fans are furious.",Unknown,0
N0588,You need to see this about the election,SHOCKING: You won't believe what the election is secretly hiding from you!!!,Unknown,0
N0263,Update on the housing market,The company released its quarterly earnings report showing growth in the housing market.,Real Author,1
N0298,Update on the education system,A new report from the health ministry outlines updated guidelines for the education system.,Real Author,1
N0415,You need to see this about space exploration,"BREAKING: Aliens confirmed to be behind the space exploration conspiracy, insiders claim.",Unknown,0
N0151,Update on space exploration,The government announced a new policy on space exploration today after a cabinet meeting.,Real Author,1
N0637,You need to see this about the education system,"Celebrity secretly reveals the education system is a total hoax, fans are furious.",Unknown,0
N0713,You need to see this about the economy,SHOCKING: You won't believe what the economy is secretly hiding from you!!!,Unknown,0
N0551,You need to see this about cryptocurrency,Experts are TERRIFIED after new claims about cryptocurrency go viral overnight.,Unknown,0
N0489,You need to see this about the election,Experts are TERRIFIED after new claims about the election go viral overnight.,Unknown,0
N0148,Update on the education system,The company released its quarterly earnings report showing growth in the education system.,Real Author,1
N0147,Update on the housing market,The company released its quarterly earnings report showing growth in the housing market.,Real Author,1
N0589,You need to see this about the economy,"BREAKING: Aliens confirmed to be behind the the economy conspiracy, insiders claim.",Unknown,0
N0743,You need to see this about artificial intelligence,Doctors HATE this one trick about artificial intelligence that big companies don't want you to know.,Unknown,0
N0602,You need to see this about the election,"This miracle cure for the election was banned by the government, sources say.",Unknown,0
N0349,Update on the housing market,The stock market showed a moderate change following news about the housing market.,Real Author,1
N0464,You need to see this about the economy,"Celebrity secretly reveals the economy is a total hoax, fans are furious.",Unknown,0
